"Code SGL analyse ""résultat""";"Libellé SGL de l'analyse ""résultat""";Code LOINC;Libellé français de référence LOINC;Synonyme libellé SGL de l'analyse;Grandeur SGL (ou échelle ou type de résultat attendu) (kind of property); Code de l’unité principale SGL pour les analyses quantitatives;Libellé de l’unité principale SGL pour les analyses quantitatives;"Code de l’unité principale dite ""unité éditable"" SGL pour les analyses quantitatives ";"Libellé de l’unité principale dite ""unité éditable"" SGL pour les analyses quantitatives ";Unité UCUM pour les analyses quantitatives;Temporalité SGL (time aspect); Code Milieu SGL (ou nature d'échantillon) (system) :;Libellé Milieu SGL (ou nature d'échantillon) (system)  :;Echelle SGL (type of scale) :;JDV restreint ;Code Technique SGL (ou méthode) (type of method);Libéllé Technique SGL (ou méthode) (type of method);Code JDV des Techniques;Libellé JDV des Techniques;Codes NABM ou mention HN
;;;;;;;;;;;;;;;;;;;;
